43;Surgery;Post-op leg swelling (DVT);A 75 year old woman has a right total hip replacement. Two days later she complains of a swollen left leg. How would you assess and manage her?
44;Surgery;Post-op fluid management;You are asked by the nursing staff on the surgical ward to chart intravenous fluids for a 78 year old woman who underwent a small bowel resection two days earlier. What do you chart and what are the considerations you need to take into account?
45;Surgery;High output stoma;You are asked to review an 82 year old man on the surgical ward who underwent a bowel resection four days earlier. He has a stoma and the output has been 800mls over the last two hours. Outline your management?
46;Surgery;Post-op hyperkalaemia;A 56 year old man has coronary artery bypass surgery. Three days later his serum potassium is 6.9 mmol/L (3.8-4.9) and is serum creatinine is normal. How would you manage him?
47;Surgery;Post-op confusion;A 75 year old woman has an urgent operation for an incarcerated femoral hernia. Twenty four hours later she becomes anxious and confused. How would you assess and manage her?
48;Surgery;Acute alcohol withdrawal;A 55 year old man has an elective knee reconstruction. Two days later he is agitated, sweating and has a tachycardia. The nursing staff say that he has been hallucinating and that he is a heavy drinker. How would you manage him?
49;Surgery;Post-operative constipation;A 55 year old woman has severe constipation five days after abdominal hysterectomy. How would you assess and manage her?
50;Surgery;Post-op bilious vomiting;A 64 year old man has a right hemicolectomy for a carcinoma in the caecum. His nasogastric tube was removed after 24 hours and he is commenced on oral fluids on day three. Later that day he vomits 800mls of greenish fluid. How would you assess and manage him?
51;Surgery;Post-op pulmonary complications;A 63 year old woman has a total hip replacement. She is a heavy smoker (25 pack years). On the first day post-operatively she is complaining of shortness of breath and cough. How would you assess and manage her?
52;Surgery;Post-procedure infection;A 60 year old woman has a left hemicolectomy for carcinoma. Three days later, she has a temperature of 39°C. How would you assess her?
53;Surgery;Post-operative fistula;A 30 year old woman had resection of part of the ileum for Crohn’s disease. Five days later she has a fever (38.5oC) and a discharge of brownish offensive material from the lower end of the abdominal wound. How would you assess and manage her?
54;Surgery;Post-parathyroidectomy hypocalcaemia;A 38 year old woman has a minimally invasive parathyroidectomy for a parathyroid adenoma which had caused hypercalcemia. Twenty-four hours later she complains of “pins and needles” around her mouth. How would you assess and manage her?
55;Surgery;Post-op hypotension;An 81 year old female has a repair of an abdominal aortic aneurysm. Twenty-four hours later she becomes hypotensive (BP 90/70). How would you assess and manage her?
56;Surgery;Post-op pain management;A 65 year old woman is about to have a hemicolectomy for diverticular disease. She asks about the control of her postoperative pain because of an unpleasant experience postoperatively 20 years ago. What would you advise her?
57;Surgery;Post-op analgesia;You are asked by the nursing staff on the surgical ward to review a 78 year old woman with abdominal pain who underwent a small bowel resection four days earlier. What are the considerations you need to take into account when you chart her analgesia?
58;Surgery;Wound dehiscence;A 60 year old man has recently undergone coronary artery bypass grafting complicated by infection and dehiscence of the vein graft site on the left lower leg. He presents one week later with a persistent offensive, copious discharge from the wound. How would you manage him?
59;Surgery;Post-op urinary retention;You are asked to review a 72 year old man on the ward who underwent bilateral inguinal hernia repair earlier in the day. He has been unable to pass urine for the last eight hours. Outline your management.
60;Surgery;Nipple discharge;A 44 year old woman presents with discharge from her right nipple. What are the differential diagnoses?
61;Surgery;DVT prophylaxis;A 60 year old man is admitted for an anterior resection of the rectum for carcinoma. How would you manage the risk of deep venous thrombosis?
62;Surgery;Umbilical Discharge;A 32 year old woman presents with discharge from her umbilicus. What are the differential diagnoses?
63;Surgery;Subphrenic abscess;You are asked by the nursing staff on the surgical ward to review a 68 year old woman with a swinging fever and right shoulder tip pain. She underwent a laparotomy for perforated peptic ulcer seven days earlier. What is the likely diagnosis and appropriate treatment?
64;Surgery;Post-thyroidectomy haematoma;A 56 year old man has a total thyroidectomy. 12 hours later he complains of difficulty breathing. He has stridor and there is swelling at his wound site. How would you manage him?
65;Surgery;Post-operative AKI;A 68 year old man has surgery for perforated acute appendicitis with peritonitis. Two days later he becomes oliguric. How would you assess and manage him?
66;Surgery;Primary bleeding disorder;A 35 year old woman presents to the pre-operative clinic for assessment prior to a laparoscopic cholecystectomy. She has history of excessive menstrual loss and of bleeding problems after tooth extraction. How would you assess her?
67;Surgery;Urgent consent for non-English speaking patient;A 68 year old Russian man, who does not speak English, become hypotensive and anaemic 12 hours after abdominal surgery and urgently needs to return to theatre. How would you obtain consent?
68;Surgery;DVT prophylaxis and warfarin;A 72 year old woman presents to the Emergency Department with a four day history of epigastric pain. Gastroscopy reveals evidence of a gastric antral ulcer. Can you outline your management plan?
69;Surgery;Gastric ulcer;A 72 year old woman presents to the Emergency Department with a four day history of epigastric pain. Gastroscopy reveals evidence of a gastric antral ulcer. Can you outline your management plan?
70;Surgery;Intermittent claudication;A 73 year old man presents with intermittent pain in his right thigh and calf on walking. What might you expect to find on history and examination?
71;Surgery;Varicose veins;An 82 year old woman presents with lower limb varicose veins. Explain how you would assess this patient’s varicose veins with reference to the venous drainage of the lower limb, and relevant surface anatomy.
72;Surgery;Fractured Nose;A 21 year old man presents with a suspected fractured nose sustained during a football game. Can you outline your management?
73;Surgery;Abdominal Pain;A 57 year old man presents with abdominal pain. There are no signs of abdominal rebound tenderness or guarding. What are possible diagnoses and which investigations may be helpful?
74;Surgery;ERCP consent;A 63 year old man presented with jaundice and is booked for an endoscopic retrograde cholangio-pancreatogram (ERCP). Can you outline the consent for this procedure?
75;Surgery;Gross Haematuria;A 63 year old man presents with macroscopic haematuria after a fall off a ladder. Can you outline your management?
76;Surgery;Necrotising soft tissue infection;A 68 year old woman presents with evidence of spreading cellulitis of the anterior abdominal wall. What symptoms, signs and investigation results would support a diagnosis of necrotizing acute soft tissue infection?
77;Surgery;Non-operative management of bowel obstruction;A 72 year old man presents with evidence of possible large bowel obstruction. What are the indications for non-operative intervention?
78;Surgery;Lateral Neck Lump;An 82 year old woman presents with evidence of a hard 2cm lesion in her left lateral neck. What are the differential diagnoses and appropriate investigations?
79;Surgery;Post-operative Nausea;You are asked by the nursing staff on the surgical ward to review a 68 year old woman with persistent nausea. She underwent a laparotomy for perforated peptic ulcer two days earlier. What are the differential diagnoses and appropriate treatment?
80;Surgery;Post-operative IV Fluids;You are asked to chart intravenous fluids for a 67 year old woman who underwent a laparotomy for perforated peptic ulcer disease two days earlier. What fluids and rate would you chart? What factors do you take into account?
81;Surgery;Post-operative oliguria;You are asked to review a 68 year old man who underwent a Hartmann’s procedure six days ago because of perforated sigmoid colon diverticular disease. His total urine output has been 50mls over the last six hours. The nurse has requested 20mgs of Lasix. How would you manage the patient?
