31;Medicine;NEW CASE - Difficult discharge;An 85 year old non-English speaking female has been in hospital for 3 days under your team following a syncopal episode, for which no cause was found despite routine blood tests, serial ECGs and a CT brain.  You are told on the ward round to discharge her, but her children insist she stay in hospital until a cause is found. How would you manage this situation?
32;Medicine;NEW CASE - Bridging Anticoagulation;An 87 year old male is admitted to hospital for elective inguinal hernia surgery.  He had a metallic aortic valve replacement 20 years ago. His last warfarin dose was 4 pm yesterday and his INR today is 3.4. How would you manage him?
33;Medicine;NEW CASE - Heart Failure Exacerbation Management;An independent 72 year old male presents with dyspnoea on exertion at 200m on flat surface, orthopnoea and lower limb swelling. He has no angina. He had coronary bypass surgery 17 years prior. His only medications are aspirin and rosuvastatin. How would you manage him?
34;Medicine;NEW CASE - Post-Operative Hyperkalaemia;You receive a call from the surgical ward about a patient who is 2 days post small bowel resection for adhesions and ischaemic gut.  You are told the patient is looking well but their blood tests show a potassium of 6.5 mmol/L (NR < 5.5 mmol/L).  How would you manage this?
35;Medicine;Obesity;A 53 year old morbidly obese man asks about potential health problems. What would you advise him?
36;Medicine;Obesity Treatment;A 35 year old previously well woman asks you for a drug to help her lose weight. She has a body mass index of 32 and is clinically well.  She has a family history of type 2 diabetes.  What would you advise her?
37;Medicine;Obstructive Sleep Apnoea;A 45 year old man presents with daytime sleepiness and heavy snoring. How would you assess and manage him?
38;Medicine;Peritoneal Dialysis Peritonitis;A 52 year old woman is being treated by peritoneal dialysis for end-stage renal failure due to chronic glomerulonephritis.  She presents with an acute abdomen. How would you assess and manage her?
39;Medicine;Pleural effusion;An 82 year old woman presents with shortness of breath and is found to have a moderate sized left pleural effusion. How would you assess and manage her?
40;Medicine;Pulmonary Embolism;A 36 year old woman is receiving chemotherapy for breast cancer.  On the fourth day of her hospitalisation she becomes acutely short of breath.  Her T is 37.4°C, PR is 120/min, BP 100/85mmHg, RR 32/min and O2 saturation 88%.  How would you assess and manage her?
41;Medicine;Recurrent DVT;A 60 year old man develops a DVT in his right leg two months after stopping warfarin for a similar episode on the left. How would you manage him?
42;Medicine;SLE;A 36 year old woman with SLE is hospitalised for investigation of declining renal function.  She complains of pleuritic retrosternal chest pain. How would you assess her?
43;Medicine;Statin Induced Myopathy;A 63 year old woman complains of aching shoulders and hips for the past month. She has not noticed any weakness but the pain is affecting her activities.  Apart from the pain she feels tired but her appetite is good and her weight is stable.  Her past health is unremarkable expect for hypercholesterolemia which was diagnosed three months ago and is being treated with simvastatin.  How would you assess and manage her?
44;Medicine;Status Epilepticus/Seizure secondary to Viral Encephalitis;A 24 year old woman is admitted to hospital with suspected viral encephalitis and is commenced on high-dose aciclovir.  On the first night of her hospitalisation she has a generalised seizure which is persisting for more than 10 minutes.  How would you manage her?
45;Medicine;Stroke (TIA);A 70 year old man with type II diabetes presents complaining of an episode of facial asymmetry and weakness which lasted 5 minutes. How would you assess and manage him?
46;Medicine;Thrombocytopenia;A 29 year old woman presents with easy bruising and menorrhagia.  The only haematological abnormality is a platelet count of 52 x 109L (150-400). How would you assess and manage her?
47;Medicine;Travel Vaccinations;An 18 year old man is leaving for a year’s holiday trekking through South East Asia.  What advise would you give him with relation to staying healthy?
48;Medicine;Ulcerative Colitis;A 38 year old woman presents with a two day history of profuse bloody diarrhoea with fever. She was diagnosed as having ulcerative colitis 10 years ago and has been treated with salazopyrine and corticosteroids. She has not had any symptoms for the past three years and ceased all treatment six months ago. How would you assess and manage her?
49;Medicine;Unstable Angina and Anaemia;A 66 year old man is in hospital being investigated for anaemia.  He has a past history of stable angina and experiences an episode of angina only partly relieved by glyceryl trinitrate.  How would you assess and manage him?
50;Medicine;VTE Risk and Prophylaxis;A 68 year old man with known lung cancer is admitted for staging investigations. How would you assess and manage his risk of venous-thromboembolism during the admission?
